Code	Short	Wolbachia	Spp	Perc_Dsim	CC	Country	Loc	Date	Year	Month	Day	Lat	Lon	Alt	Season	Flies	Kallithea_virus	Esparto_virus	Viltain_virus	Linvill_Road_virus	Tomelloso_virus	Mauternbach_virus	Yalta_virus	Drosophila-associated_Adintovirus_1	Drosophila-associated_Adintovirus_2	Drosophila-associated_Adintovirus_3	Filamentous_virus	Hytrosa_virus	Nudivirus_Kaniv	Vesanto_virus	Vesanto_S01	Vesanto_S02	Vesanto_S03	Vesanto_S04	Vesanto_S05	Vesanto_S06	Vesanto_S07	Vesanto_S08	Vesanto_S09	Vesanto_S10	Vesanto_S11	Vesanto_S12	Relative_Galbut																	
CH_Cha_16_38	2016_38	3.995747932	Dmel	0	CH	Switzerland	Cha	2016/08/15	2016	8	15	46.5670416	6.701867	869.9	S	40	0.004407655	1.73E-05	0	0.000651038	0	0	0	0	0	0	0	0	0	0.022965966	0.003539516	0.004217911	0.010111815	0.005900324	0.022965966	0.000746185	0	0.003108921	0.00147026	0.009182928	0.001445631	0	0																	
TR_Yes_16_39	2016_39	5.538881773	Dmel	0	TR	Turkey	Yes	2016/05/26	2016	5	26	40.231444	32.260328	704	S	40	0.009843113	0	0.000595812	0.783167025	0	0	0	0	0	0	0	0	0	0.006492918	0	0.000611761	0.003690168	0.002290459	0.005412803	0.002110402	0	0.000366368	0	0.006492918	0.000545149	0	0																	
TR_Yes_16_40	2016_40	9.050393353	Dmel	0	TR	Turkey	Yes	2016/06/25	2016	6	25	40.231444	32.260328	704	S	40	0.008209248	0	0	0.000641942	0	0	7.12E-06	0	0	0	0	0	0	0.012737863	0.003221596	0.001919529	0.010613796	0.003422286	0.012737863	0.001839398	0.002254963	0.003065484	0.000724859	0.006413693	0.001140346	0	0																	
TR_Yes_16_41	2016_41	14.3758883	Dsim	0.027521886	TR	Turkey	Yes	2016/07/27	2016	7	27	40.231444	32.260328	704	S	40	0.010378108	0.000167976	0.000510505	0	0	8.30E-06	0	0	0	0	0	0	0	2.555488582	0.675411094	0.630576159	1.966122458	0.374559872	2.296583655	0.700692109	0.417182342	0.481540574	2.555488582	0.039251975	0.007006427	0	0																	
TR_Yes_16_42	2016_42	22.87463404	Dmel	0	TR	Turkey	Yes	2016/08/24	2016	8	24	40.231444	32.260328	704	S	40	11.74307722	1.73E-05	0	0.379773727	0	1.03E-05	0	0	0	0	0	0	0	0.00966947	0.000543456	0.001942851	0.007161835	0.00207832	0.00966947	0.002606445	0.001521573	0.000775682	0.001467332	0.00305488	0.001154202	0	0.001879856																	
TR_Yes_16_43	2016_43	9.888418837	Dmel	0	TR	Turkey	Yes	2016/09/27	2016	9	27	40.231444	32.260328	704	S	40	0.732110315	0	0.000500275	0.001030702	0	0	0	0	0	0	0	0	0	0.009657852	0.00043105	0.001540998	0.008520759	0.00219793	0.009657852	0.000886002	0.001206856	0.001230486	0.000290959	0.003937406	0.000686603	0	0																	
UA_Kyi_16_44	2016_44	3.876733289	Dmel	0	UA	Ukraine	Kyi	2016/08/04	2016	8	4	50.3834	30.3682	176.4	S	40	0.017081774	0	0	0	0	0	0	0	0	0	0	0	0	0.034045188	0.006457903	0.003551836	0.025590782	0.008232238	0.034045188	0.00680713	0.006954188	0.009217447	0.000670628	0.015009148	0.001055031	0	0																	
UA_Kyi_16_45	2016_45	2.104219462	Dmel	0	UA	Ukraine	Kyi	2016/10/03	2016	10	3	50.38	30.36	176	F	40	0.009696197	9.53E-06	0	0.000716094	0	1.13E-05	0	0	0	0	0	0	0	0.007499325	0.001497388	0.001784382	0.00430539	0.001527041	0.007499325	0.001231123	0.00167696	0	0	0.005891987	0.001272071	0	0																	
UA_Ode_16_46	2016_46	16.37074208	Dsim	0.086578068	UA	Ukraine	Ode	2016/08/20	2016	8	20	46.44	30.77	45	S	40	5.511447522	1.52E-05	0	0.004275709	0	4.50E-05	0	0	0	0	0	0	0	0.042197039	0.004529964	0.005966422	0.014852906	0.027049396	0.030165923	0.022869416	0.014018085	0.042197039	0.001287463	0.037525681	0.00683584	0	0.018143613																	
UA_Ode_16_47	2016_47	6.5535258	Dsim	0.03311723	UA	Ukraine	Ode	2016/09/15	2016	9	15	46.44155556	30.77169444	11.1	S	40	19.58056513	0	0	0.000679275	0	1.07E-05	0	0	0	0	0	0.039404253	0	0.048298528	0.015340295	0.010494341	0.034714192	0.005794105	0.048298528	0.017517348	0.003976841	0.007703937	0.002301044	0.042716252	0.002413331	0	0																	
UA_Pyr_16_48	2016_48	3.031025834	Dsim	0.031287121	UA	Ukraine	Pyr	2016/09/03	2016	9	3	51.4	30.05416645	113	S	40	0.975387233	1.56E-05	0.000569374	0.788006498	0	8.34E-05	0	0	0	0	0	0	0	20.56904708	3.695104459	3.555628471	20.56904708	1.918035327	12.36708959	1.285682548	0.675786882	1.382937846	9.146266594	8.301688194	0.766330425	0	0																	
UA_Pyr_16_49	2016_49	7.301473359	Dmel	0	UA	Ukraine	Pyr	2016/09/23	2016	9	23	50.53752	32.51880556	170.6	S	40	7.243377488	1.19E-05	0	0.000672825	0	1.42E-05	0	0	0	0	0	0	0	1.742757296	0.503673902	0.306252242	1.585285765	0.592082488	1.742757296	0.500737374	0.386554932	0.301215166	0.000253244	1.212114215	0.1235048	0	0.029199648																	
UA_Uma_16_50	2016_50	2.219350785	Dmel	0	UA	Ukraine	Uma	2016/09/17	2016	9	17	48.75	30.2	175	S	40	1.795698462	2.40E-05	0	0.000900779	0	1.42E-05	0	0	0	0	0	0	0	0.04269875	0.022602877	0.028730686	0.030689395	0.004802185	0.04269875	0.003097274	0.003164186	0.002150758	0.006102777	0.03176385	0.000800073	0	0																	
UA_Uma_16_51	2016_51	3.678408892	Dmel	0	UA	Ukraine	Uma	2016/09/11	2016	9	11	48.76	30.17	211	S	40	0.9800048	0.000288934	0.000421495	0	0	1.37E-05	0	0	0	0	0	0	0	2.584213019	0.370797233	0.705859483	1.508017031	1.017571295	2.584213019	0.779822272	0.389945898	0.516284675	0.001961122	0.031132213	0.006170462	0	0																	
TR_Yes_16_52	2016_52	5.293867209	Dmel	0.000931627	TR	Turkey	Yes	2016/10/13	2016	10	13	40.231444	32.260328	704	F	40	5.781362821	2.02E-05	0	0.006466199	0	0	0	0	0	0	0	0	0	21.55598193	4.575235999	3.448106476	16.9331731	4.339043648	21.55598193	6.12340486	6.145239377	3.752159748	0	0.006259244	0.001351361	0	0																	
UK_Mar_16_53	2016_53	5.630214583	Dmel	0.000589902	UK	United Kingdom	Mar	2016/10/23	2016	10	23	52.46	-0.959	105	F	40	0.011612142	0.000428358	0.000433949	0.00223513	0	0	0	0	0	0	0	0	0	0.036955403	0.011590942	0.009802419	0.036955403	0.002859794	0.033509674	0.004867395	0.003402269	0.004269394	0.01918114	0.019178707	0.001985245	0	0																	
UA_Cho_16_54	2016_54	7.529972077	Dmel	0	UA	Ukraine	Cho	2016/09/04	2016	9	4	51.27	30.21	129	S	40	0.169967273	3.08E-05	0.005059694	0.00115826	0	9.14E-06	0	0	0	0	0	0	0	0.027855339	0.006297144	0.007215457	0.027855339	0.007101082	0.022344598	0.005310142	0.006442021	0.004493997	0.012097782	0.012593354	0.002829111	0	0																	
UA_Cho_16_55	2016_55	4.88913803	Dmel	0	UA	Ukraine	Cho	2016/09/05	2016	9	5	51.37	30.13	111	S	40	3.428435226	0	0.001347389	0.000462664	0	0	0	0	0	0	0	0	0	9.107583054	1.81455708	2.796885948	4.986873235	1.544295929	9.107583054	1.240062778	0.247573896	1.392182775	0.000522425	6.148766587	0.385666277	0	0																	
UA_Dro_16_56	2016_56	3.521588529	Dmel	0	UA	Ukraine	Dro	2016/09/12	2016	9	12	49.32991667	23.50280556	310.9	S	40	0.763620407	0	0.001816396	0.000623711	0	9.85E-06	2.77E-05	0	0	0	0	0	0	26.09985957	5.002169445	5.38461165	20.11818989	6.468641152	26.09985957	6.12638724	3.640584694	5.855586278	1.997672462	1.841972812	4.241277006	0	0																	
UA_Kan_16_57	2016_57	8.367980068	Dmel	0	UA	Ukraine	Kan	2016/07/08	2016	7	8	49.72	31.53	208	S	40	0.012583724	0	0.000267611	0.001654055	0	1.74E-05	0	0	0	0	0	0	0.016886729	30.03874936	4.533216018	5.763120697	22.39522226	8.13226249	30.03874936	3.471190047	4.311839533	6.450899602	4.668013479	13.09005388	1.053858131	0	0																	
UA_Kha_16_58	2016_58	6.732762702	Dmel	0	UA	Ukraine	Kha	2016/08/18	2016	8	18	49.81852778	36.05475	104.3	S	40	0.004836016	0	0	0	0	9.90E-06	0	0	0	0	0	0	0	0.136136447	0.036703036	0.029054302	0.121863212	0.026067235	0.136136447	0.045624022	0.015414218	0.019083731	0.001061766	0.104631321	0.015311708	0	0.010882161																	
UA_Kyi_16_59	2016_59	5.171860809	Dmel	0	UA	Ukraine	Kyi	2016/08/06	2016	8	6	50.38	30.36	176	S	40	0.004595981	0	0	0.000791062	0	0	0	0	0	0	0	0	0	0.014388749	0.0033083	0.003548141	0.005945153	0.001686907	0.014388749	0.001813346	0.001852521	0	0	0.000929832	0	0	0																	
UA_Var_16_60	2016_60	4.915223402	Dmel	0	UA	Ukraine	Var	2016/08/26	2016	8	26	50.48469444	32.71425	130.7	S	40	6.60606175	9.69E-06	0.000706802	0.002184305	0	0	0	0	0	0.000255829	0	0	0	4.531173033	0.509122808	0.620128788	2.893218116	2.469484825	3.146346748	0.753980873	2.008156864	1.260820211	0.294740085	4.531173033	0.552605661	0	0.008426286																	
UA_Yal_16_61	2016_61	8.430620673	Dmel	0	UA	Ukraine	Yal	2016/08/20	2016	8	20	44.5015	34.1661	47.6	S	40	0.826856822	0	0	0.004844161	0	9.56E-06	0	0	0	0	0	0	0	1.494552692	0.156498931	0.079969122	0.011528517	0.175932397	1.494552692	0.59719982	0.115213803	0.050240836	0.000683733	0.000711742	0.001075647	0	0																	
UA_Cho_16_62	2016_62	4.119288722	Dmel	0	UA	Ukraine	Cho	2016/09/04	2016	9	4	51.38691667	30.07330556	108.8	S	40	0.004519841	0	0	0.001111804	0	0	0	0	0	0	0	0	0	0.00668453	0.000929935	0.00110817	0.00668453	0.000889079	0.005208898	0.001274291	0	0.000663654	0.000627706	0.003920517	0.000493753	0	0.012866862																	
