Code	Short	Wolbachia	Spp	Perc_Dsim	CC	Country	Loc	Date	Year	Month	Day	Lat	Lon	Alt	Season	Flies	Kallithea_virus	Esparto_virus	Viltain_virus	Linvill_Road_virus	Tomelloso_virus	Mauternbach_virus	Yalta_virus	Drosophila-associated_Adintovirus_1	Drosophila-associated_Adintovirus_2	Drosophila-associated_Adintovirus_3	Filamentous_virus	Hytrosa_virus	Nudivirus_Kaniv	Vesanto_virus	Vesanto_S01	Vesanto_S02	Vesanto_S03	Vesanto_S04	Vesanto_S05	Vesanto_S06	Vesanto_S07	Vesanto_S08	Vesanto_S09	Vesanto_S10	Vesanto_S11	Vesanto_S12	Relative_Galbut																	
UA_Cho_15_25	2015_25	2.715657724	Dmel	0	UA	Ukraine	Cho	2015/06/15	Y2015	6	15	51.279245	30.213118	118.6	S	40	0.005913218	1.86E-05	0	0.002449046	0	2.21E-05	0	0	0	0	0	0	0	0.025454901	0.004389494	0.009415438	0.010868056	0.003730351	0.025454901	0.005613932	0.000819316	0.004176788	0.006715926	0.010692174	0.000621499	0	0																	
UA_Cho_15_26	2015_26	0.453509658	Dtes	0	UA	Ukraine	Cho	2015/08/26	Y2015	8	26	51.3352	30.136179	116.5	S	40	0.010948982	2.64E-05	0	0	0	0	0	0.298754741	0	0	0	0	0	0.018676274	0.000553371	0.001318864	0.009612833	0.002116236	0.01677446	0.006445421	0.000774666	0.003949168	0.018676274	0.011275969	0.00381959	0.001911884	0																	
UA_Cho_15_27	2015_27	0.296593045	Dmel	0	UA	Ukraine	Cho	2015/08/26	Y2015	8	26	51.38691667	30.07330556	108.8	S	40	0.004298093	1.62E-05	0	0.001215129	0.000343061	1.92E-05	0	0	0	0	0	0	0	0.028464919	0.002540895	0.002119524	0.013089474	0.003239017	0.028464919	0.003481791	0.004268411	0.002901322	0	0.023209702	0.002698198	0	0																	
ES_Tom_15_28	2015_28	0.481914431	Dmel	0	ES	Spain	Tom	2015/10/08	Y2015	10	8	39.15805	-3.021	667.6	F	40	0.004579039	5.13E-05	0	0.001927877	0.758383924	3.65E-05	0	0	0	0	0	0	0	0.023802683	0.002902526	0.004611779	0.02009111	0.004111119	0.023802683	0.006186964	0.001805892	0.00552375	0.000870758	0.022660687	0	0	0																	
ES_Tom_15_29	2015_29	1.747888521	Dsim	0.021360136	ES	Spain	Tom	2015/09/17	Y2015	9	17	39.15805	-3.021	667.6	S	40	0.004396459	8.68E-06	0	0.130493797	0	2.06E-05	0	0	0	0	0.000110412	0	0	0.009350434	0.001091476	0.003902015	0.002615237	0.002087045	0.009350434	0.00149565	0	0.001947347	0.003315358	0.003834631	0	0	0																	
ES_Gim_15_30	2015_30	1.889124221	Dmel	0	ES	Spain	Gim	2015/06/28	Y2015	6	28	41.656416	0.388472	263.2	S	40	0.005980994	0.000131871	0	0.002477117	0	2.24E-05	0	0	0	0	0.130186321	0	0	0.015213934	0.002367896	0.004232602	0.00957422	0.002263864	0.015213934	0.000811183	0	0.007604389	0.002397495	0.013726381	0.001257244	0	0																	
ES_Gim_15_31	2015_31	0.809171576	Dmel	0	ES	Spain	Gim	2015/10/22	Y2015	10	22	41.656416	0.388472	263.2	F	40	1.21287544	0.069368987	0	1.296011929	0	2.47E-05	0	0	0	0	0	0	0	4.148848989	0.25144055	1.183704301	2.705996244	1.010821928	4.148848989	0.650964653	0.413866333	0.850481047	0.006187795	2.94826163	0.43771035	0	0																	
ES_Gua_15_32	2015_32	1.32696774	Dsim	0.021747915	ES	Spain	Gua	2015/09/12	Y2015	9	12	37.3308	-3.173416	862.9	S	40	0.003679844	9.22E-06	0	1.076863679	0.000436147	2.19E-05	0	0	0	0	0	0	0	0.026861977	0.002316939	0.004486643	0.014225758	0.003691909	0.020993824	0.005556081	0.004865238	0.003306997	0	0.026861977	0.001230188	0	0																	
ES_Cor_15_33	2015_33	1.563104932	Dser	0.027274612	ES	Spain	Cor	2015/08/08	Y2015	8	8	37.661547	-2.79631	728.4	S	40	0.005934373	1.86E-05	0	0.561063862	0.000349438	6.63E-05	0	0	0	0	0	0	0	0.025835166	0.004096003	0.006275644	0.024886138	0.004102526	0.025835166	0.008419134	0.003276578	0.00668146	0	0.019735261	0.001242737	0	0																	
FI_Aka_15_34	2015_34	0.382231084	Dmel	0	FI	Finland	Aka	2015/10/01	Y2015	10	1	61.1	23.52	110	F	40	0.00608939	4.89E-05	0	0.001225325	0	0	0	0	0	0	0	0	0	0.016884557	0.002305993	0.003053296	0.001841762	0.004246051	0.016884557	0.001404402	0	0.002194249	0.007609776	0.009361775	0.001632502	0	0.005317734																	
FI_Aka_15_35	2015_35	0.679587006	Dser	0	FI	Finland	Aka	2015/07/21	Y2015	7	21	61.1	23.52	110	S	40	0.004692618	0	0	0.001465967	0	0.00033564	0	0	0	0	0	0	0	0.003232084	0	0.001826468	0.001468978	0.000781529	0.003232084	0	0	0.001750119	0	0.001723129	0	0	0.002120696																	
RU_val_15_36	2015_36	1.908957424	Dmel	0	RU	Russia	Val	2015/08/23	Y2015	8	23	58.024	33.23528	226.4	S	40	0.004377154	0	0	0.001330819	0	0.000273177	0	0	0.000244473	0	0	0	0	0.002934118	0	0.000663234	0.001333553	0	0.002934118	0	0	0.000794388	0	0.001564274	0	0	0																	
RU_tul_15_37	2015_37	6.62739688	Dmel	0.001249161	RU	Russia	Tul	2015/09/20	Y2015	9	20	53.99778	38.13167	243	S	40	0.00470394	0	0	0	0	0.000398885	0	0	0.000226373	0	0	0	0	0.002037662	0	0	0.001543525	0.000656951	0.002037662	0	0	0	0	0.001810573	0	0	0																	
RU_val_15_38	2015_38	6.216386568	Dmel	0	RU	Russia	Val	2015/10/05	Y2015	10	5	58.024	33.23528	226.4	F	40	0.006301714	1.72E-05	0	0.001933204	0	0	0	0	0	0	0.000145396	0	0	0.016338524	0.00323394	0.001605737	0.004197213	0.002748319	0.016338524	0.002215735	0	0.003077229	0.007276365	0.00454466	0.000286179	0	0																	
CH_Cha_15_39	2015_39	0.986619606	Dser	0	CH	Switzerland	Cha	2015/08/01	Y2015	8	1	46.5670416	6.701867	869.9	S	40	2.588792648	0	0	0.003416629	0	0.000515508	0	0	0	0	0	0	0	0.005021865	0	0.000756769	0.002662837	0.000809536	0.005021865	0	0	0.000906418	0	0.00089244	0	0	0																	
FR_Vil_15_40	2015_40	0.714402209	Dmel	0	FR	France	Vil	2015/08/10	Y2015	8	10	48.754	2.158	153.4	S	40	0.00556997	0.000107712	0	0.005603025	2.70E-05	0.000314566	0	0	0	0	0	0	0	0.013382683	0	0.000620523	0.002495349	0.00199137	0.013382683	0	0	0.002229691	0	0.006585917	0	0	0.007204839																	
FR_Vil_15_41	2015_41	0.124385308	Dmel	0.000866179	FR	France	Vil	2015/10/14	Y2015	10	14	48.754	2.158	153.4	F	40	0.117908372	0	0	0.002744228	0	0.000249155	0	0	0	0	0	0	0	6.587291583	0.105871938	0.687916971	1.698729323	1.32144434	6.587291583	0.45606672	0	1.617598537	0.102256799	4.490876674	0.000304678	0	0																	
UK_Mar_15_42	2015_42	0.593027047	Dmel	0.000579295	UK	United Kingdom	Mar	2015/07/07	Y2015	7	7	52.4608	-0.959	109.5	S	40	0.006479878	5.48E-05	0	0.005832742	0	0.000281714	0	0	0	0	0	0	0	0.003782268	0	0	0.000687615	0.000731652	0.003782268	0	0	0.000819214	0	0.00322632	0	0	0																	
IT_Mez_15_43	2015_43	1.554483065	Dsim	0.324463502	IT	Italy	Mez	2015/09/29	Y2015	9	29	46.212856	11.08755	250.8	S	40	2.899137333	8.44E-06	0	3.237933903	0	0.000350424	0	0	0	0	0	0	0	0.004892955	0	0	0	0.000676076	0.004892955	0	0	0.000756986	0	0.003353906	0	0	0.01559365																	
IT_Mez_15_44	2015_44	2.884027902	Dser	0.559202836	IT	Italy	Mez	2015/10/10	Y2015	10	10	46.217939	11.123423	218.1	F	40	2.317449667	0	0	1.280991698	0.00489167	0.00018291	7.14E-06	0	0	0	0	0	0	0.00425661	0	0.000641449	0.000322437	0	0.00425661	0	0	0.001536588	0.000726678	0.003025783	0	0	0																	
DE_Mun_15_46	2015_45	1.347115365	Dmel	0	DE	Germany	Mun	2015/09/01	Y2015	9	1	48.18	11.61	502	S	40	0.008831042	9.18E-06	0	0.007586712	0	1.09E-05	0	0	0	0	0	0	0	0.074890321	0.005480357	0.014092649	0.037665928	0.012133765	0.074890321	0.025691205	0.003230304	0.018526223	0.015575751	0.039318449	0.003369263	0.003986211	0.005986409																	
DE_Mun_15_45	2015_46	2.390179621	Dmel	0	DE	Germany	Mun	2015/06/01	Y2015	6	1	48.18	11.61	502	S	40	2.99670495	0	0	0	0	4.72E-05	0	0	0	0	0	0	0	0.011131175	0.002502436	0.003354819	0.007120222	0.002392493	0.011131175	0.003857726	0.000437896	0.00133941	0.008868008	0.005275015	0.000664339	0.001621098	0																	
FR_Got_15_47	2015_47	1.115305309	Dsim	0.023280494	FR	France	Got	2015/05/21	Y2015	5	21	44.977	4.93	179.6	S	40	0.004895099	0.061484711	0	0.001026323	0.00041606	2.16E-05	0	0	0	0	0	0	0	0.2663638	0.022605511	0.078768535	0.2663638	0.023709752	0.145572313	0.030976349	0.004005765	0.029814618	0	0.103747194	0.014281443	0	0																	
FR_Got_15_48	2015_48	0.700028687	Dser	0.065879386	FR	France	Got	2015/09/09	Y2015	9	9	44.977	4.93	179.6	S	40	1.496313413	9.39E-06	0	0.001763495	0	4.46E-05	0	0.000354321	0	0	0	0	0	12.87760652	0.249278732	1.559106175	5.771052857	1.368475384	8.15520208	2.263366485	0.632682078	2.036263434	12.87760652	2.688486848	0.320472773	2.728487456	0																	
FR_Got_15_49	2015_49	0.490559868	Dmel	0.004178696	FR	France	Got	2015/10/13	Y2015	10	13	44.977	4.93	179.6	F	40	5.521972551	3.93E-05	0	0.009221309	0	2.33E-05	0	0	0	0	4.16E-05	0	0	137.1322114	16.30781533	23.66319696	79.40813497	31.88370551	137.1322114	50.24404732	7.099439589	35.11202581	42.51672273	78.62036981	9.180428609	8.674936072	0																	
AT_Mau_15_50	2015_50	2.173237954	Dpha	0.001034391	AT	Austria	Mau	2015/07/20	Y2015	7	20	48.375	15.56	320	S	40	2.246447519	7.11E-06	0	0.001603699	0	0.735463484	0	0	0.118233366	0	0	0	0	0.002357166	0	0	0.001606994	0	0.002357166	0	0	0	0	0.000628341	0	0	0																	
AT_Mau_15_51	2015_51	1.096054712	Dmel	0	AT	Austria	Mau	2015/10/19	Y2015	10	19	48.375	15.56	320	F	40	0.931359968	0.000205956	0	0	0	0.000422916	0	0	0.000218676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
UK_Dai_15_52	2015_52	2.123350556	Dmel	0	UK	United Kingdom	Dai	2015/08/19	Y2015	8	19	56.344534	-2.952766	51.7	S	40	0.000483492	0	0	0	0	4.50E-05	0	0	0	0	0	0	0	0.02419034	0.002383675	0.002840538	0.011422836	0.009723517	0.02419034	0.008492513	0.000333692	0.005443599	0.008366698	0.018758774	0.000506249	0	0																	
DE_Bro_15_53	2015_53	1.096174872	Dmel	0.000590949	DE	Germany	Bro	2015/06/30	Y2015	6	30	48.218	7.82	197	S	40	6.29E-05	7.47E-06	0	0	0	2.66E-05	0	0	0	0	0	0	0	0.001856707	0	0	0	0	0.001856707	0	0	0	0	0.000659914	0	0	0.016243433																	
DE_Bro_15_54	2015_54	0.310937127	Dmel	0	DE	Germany	Bro	2015/10/25	Y2015	10	25	48.218	7.82	197	F	40	0.719143906	7.14E-05	0	0	0	8.47E-06	0	0	0	0	0	0	0	0.080750419	0.005386996	0.016851148	0.050554544	0.032046444	0.047628348	0.019069662	0.003142199	0.027872364	0.004545278	0.080750419	0.000476708	0	0																	
RU_Ale_15_55	2015_55	9.08607174	Dser	0	RU	Russia	Ale	2015/09/15	Y2015	9	15	56.41472	38.71611	187	S	40	0.005079487	1.96E-05	0	0	0	0.000209284	0	0	0	0	0	0	0	0.005193097	0	0.002201814	0.002213574	0	0.000811727	0	0	0	0.00249437	0.005193097	0	0	0																	
UA_Yal_15_63	2015_63	8.000527493	Dmel	0	UA	Ukraine	Yal	2015/08/24	Y2015	8	24	44.5015	34.16611944	47.3	S	40	10.26431888	7.60E-06	0	0.000571236	0	9.02E-06	0	0	0	0	0	0	0	0.007727525	0.001433379	0.000569368	0.007727525	0.001218137	0.004093147	0.00196416	0.001003296	0.00068196	0.001290041	0.00235005	0.001268431	0	0.013221772																	
UA_Kyi_15_64	2015_64	4.578426702	Dmel	0	UA	Ukraine	Kyi	2015/08/10	Y2015	8	10	50.383374	30.368038	175.9	S	40	0.01267615	3.86E-05	0	0.000966446	0	0	0	0	0	0	0	0	0	2.440916268	0.143887037	0.127394564	0.727775779	0.502088104	1.911564086	0.412890809	0.477542873	0.473335862	2.440916268	0.004543924	0.000429199	0	0																	
UA_Cho_15_65	2015_65	2.501740958	Dmel	0	UA	Ukraine	Cho	2015/08/26	Y2015	8	26	51.37330556	30.13830556	112	S	40	0.020346242	1.94E-05	0.000472269	0	0	0	1.08E-05	0	0	0	0	0	0	0.01194376	0.001831136	0.002909463	0.01194376	0.002593609	0.011798722	0.004182011	0.001993767	0.001742402	0.000824011	0.009149502	0.000864221	0	0.029558833																	
UA_Ode_15_66	2015_66	9.187014125	Dmel	0	UA	Ukraine	Ode	2015/07/26	Y2015	7	26	46.44155556	30.77169444	11.1	S	40	0.015236376	0	0	0.007768255	0	1.12E-05	0	0	0	0	0	0	0	0.029583046	0.008564915	0.00739091	0.026890916	0.01091816	0.029583046	0.00728473	0.00041345	0.004215453	0.002790981	0.027392925	0.002509008	0	0																	
UA_Cho_15_67	2015_67	3.831774805	Dmel	0	UA	Ukraine	Cho	2015/08/26	Y2015	8	26	51.279245	30.213118	118.6	S	40	0.006049351	0	0.000537196	0	0	0	0	0	0	0	0	0	0	3.258350283	0.055774846	0.20932286	1.54656006	0.303572989	1.143817778	0.746840983	0.010043412	0.354768269	3.258350283	0.92950767	0.123862219	0	0																	
UA_Cho_15_68	2015_68	2.762799784	Dmel	0	UA	Ukraine	Cho	2015/08/26	Y2015	8	26	51.27888889	29.39438889	127	S	40	0.006668817	7.20E-06	0	0.000811686	0	0	0	0	0	0	0	0	0	0.005368687	0.000452607	0.000809033	0.002982297	0.001153925	0.005368687	0.001240416	0.001267213	0.000323006	0.001833059	0.002544197	0.002162822	0	0																	
UA_Cho_15_69	2015_69	3.44494389	Dmel	0	UA	Ukraine	Cho	2015/08/26	Y2015	8	26	51.27263889	30.22136111	127	S	40	0.00767594	0	0	0.003439045	0	0	0	0	0	0	0	0	0	3.963339205	0.206583929	0.349324145	3.963339205	0.324012768	1.552631802	0.853546321	0.348867564	0.338529003	2.283353863	1.903568985	1.289025666	0	0																	
UA_Cho_15_70	2015_70	8.266131616	Dmel	0	UA	Ukraine	Cho	2015/07/07	Y2015	7	7	51.279245	30.213118	118.6	S	40	0.013703416	8.13E-06	0	0.002442754	0	1.93E-05	0	0	0	0	0	0	0	2.078706318	0.240072236	0.209085719	1.312311926	0.68076079	1.731823797	0.576049509	0.435828914	0.802330458	2.078706318	1.918364866	0.187404113	0	0.020318978																	
AT_See_16_1	2016_01	6.69202563	Dmel	0	AT	Austria	See	2016/08/01	2016	8	1	46.8136889	13.50794792	591.7	S	40	34.38417668	0.006312311	0	0.001065029	0	2.24E-05	0	0	0	0	0	0	0	0.010566531	0.001484685	0.003184641	0.008181995	0.000378522	0.010566531	0.003255145	0.00124705	0.000423822	0	0.005007433	0.00063064	0	0																	
DK_Kar_16_2	2016_02	2.456321142	Dmel	0	DK	Denmark	Kar	2016/06/08	2016	6	8	55.945128	10.212586	16	S	40	0.021243496	3.24E-05	0	0	0	0	0	0	0	0.001538585	0	0	0	0.064630298	0.012412084	0.012366266	0.041197278	0.013487909	0.064630298	0.010316503	0.007406047	0.011907426	0.003296324	0.026592994	0.000864295	0	0																	
DK_Kar_16_3	2016_03	3.501497689	Dmel	0.001461163	DK	Denmark	Kar	2016/09/15	2016	9	15	55.945128	10.212586	16	S	40	0.007956187	8.32E-06	0	0.0037517	0	0	0	0	0	0	0	0	0	0.034147942	0.004445494	0.004985912	0.034147942	0.004333521	0.027571813	0.00573333	0.00585719	0.007464836	0.005295368	0.016904345	0.007775281	0	0																	
DK_Kar_16_4	2016_04	1.662157195	Dmel	0	DK	Denmark	Kar	2016/11/22	2016	11	22	55.945128	10.212586	16	F	40	0.007975107	0.015425639	4.3613521	0.001648382	0	0	0	0	0	0.072646183	0	0	0	0.026737793	0.004924069	0.003990126	0.023596687	0.008285609	0.026737793	0.004318371	0.006066037	0.007590441	0.006913392	0.024357695	0.002719033	0	0.044285076																	
FI_Aka_16_5	2016_05	7.521550638	Dmel	0	FI	Finland	Aka	2016/07/24	2016	7	24	61.1	23.52	110	S	40	0.008972169	0	0	0.007463323	0	0	0	0	0	0.000291372	0	0	0	1.250102372	0.281951594	0.277719792	0.769470432	0.6370513	1.250102372	0.354993586	0.001941969	0.458862847	0.004681853	1.172597732	0.1484144	0	0																	
FI_Aka_16_6	2016_06	6.524493363	Dmel	0.001502942	FI	Finland	Aka	2016/09/17	2016	9	17	61.1	23.52	110	S	40	0.028173935	1.60E-05	0.002920034	0.00300803	0	1.90E-05	0	0	0	0	0	0	0	1.014281385	0.077995246	0.206275871	1.014281385	0.185058344	0.437044935	0.525076087	0.006692036	0.24167997	0.032946702	0.72269783	0.100991594	0	0.00174059																	
FI_Ves_16_7	2016_07	6.849670014	Dmel	0	FI	Finland	Ves	2016/07/29	2016	7	29	62.55	26.24	105	S	40	0.003536391	0	0	0.000988603	0	7.81E-06	0	0	0	0	0	0	0	0.008420383	0.000826887	0.001231713	0.008420383	0.001844635	0.007356208	0.001133083	0	0.000885169	0.001116297	0.004357593	0.002634233	0	0.017161577																	
FR_Got_16_8	2016_08	3.730721885	Dmel	0.001717464	FR	France	Got	2016/06/13	2016	6	13	44.976813	4.930005	178	S	40	0.111954978	0.021043457	0	0.000338868	0	0	0	0	0	0	0	0	0	0.007809975	0.003117795	0.001013281	0.007809975	0.002890489	0.00709762	0.005825887	0.002777481	0.002831862	0.003826385	0.005974693	0	0	0																	
FR_Vil_16_9	2016_09	3.354417169	Dmel	0	FR	France	Vil	2016/08/12	2016	8	12	48.7543324	2.1584108	154.4	S	40	0.014911894	0.00014276	0	0.002298579	0	0	0	0	0	0	0	0	0	0.007293786	0.002243006	0.002291064	0.007293786	0.002042344	0.006334728	0.00087817	0	0.001829412	0	0.004503	0	0	0																	
DE_Bro_16_10	2016_10	4.823983031	Dmel	0	DE	Germany	Bro	2016/07/24	2016	7	24	48.218024	7.819513	203.3	S	40	0.01019973	0.000869454	0	0.000640478	0	0	0	0	0	0	0	0	0.000653883	0.011649761	0.002142835	0	0.003529868	0	0.011649761	0.002936329	0.001124911	0	0.001446414	0.002634913	0	0	0																	
DE_Bro_16_11	2016_11	3.821144712	Dmel	0	DE	Germany	Bro	2016/10/23	2016	10	23	48.218024	7.819513	203.3	F	40	1.421093486	4.81E-05	0	0.000300888	0	9.50E-06	0	0	0	0	0	0	0	0.016584512	0.002265014	0.001499519	0.009045169	0.001283261	0.016584512	0	0.000352311	0.002873675	0.002038513	0.009195413	0.000534497	0	0																	
DE_Mun_16_12	2016_12	8.37347229	Dmel	0	DE	Germany	Mun	2016/06/25	2016	6	25	48.18	11.61	502	S	40	0.004832493	0	0	0.000609965	0	1.93E-05	0	0	0	0	0	0	0	11.59838339	5.155948752	9.10071757	5.405307732	0.511510369	11.59838339	0.222666371	0.093204753	0.377569767	0.000344376	9.570424081	0.499784358	0	0																	
DE_Mun_16_13	2016_13	8.417485535	Dmel	0	DE	Germany	Mun	2016/09/01	2016	9	1	48.18	11.61	502	S	40	0.007773053	1.44E-05	0.000524417	0.001080441	0	1.71E-05	0	0	0	0	0	0	0	0.018134556	0.003388882	0.008884494	0.018134556	0.005183989	0.014888105	0.003405444	0.000632548	0.003869596	0.005489989	0.010159787	0.000719736	0	0.021881806																	
HU_Sze_16_14	2016_14	8.275033294	Dsim	0.031153464	HU	Hungary	Sze	2016/08/28	2016	8	28	46.25	20.13	78	S	40	33.82884097	9.85E-06	0.000718819	0	0	5.85E-05	0	0	0	0	0	0	0	2.244556007	0.385856809	0.225477332	2.244556007	0.197775399	1.481967281	0.244425496	0.224128415	0.173265999	1.06104429	0.81597869	0.061494563	0	0																	
IT_Tre_16_15	2016_15	22.39324825	Dsim	0.398966721	IT	Italy	Tre	2016/08/24	2016	8	24	46.2	11.13333	206	S	40	1.735020153	1.52E-05	0	0	0	9.01E-06	0	0	0	0	0	0	0	0.007147478	0.000715924	0.002559422	0.007147478	0.000912628	0.00691947	0.003270106	0.00066815	0	0.003865992	0.00536581	0.000506831	0	0.028066274																	
PO_Gda_16_16	2016_16	9.530285711	Dmel	0	PO	Poland	Gda	2016/08/01	2016	8	1	54.35	18.64	19	S	40	0.0105728	0	0	0	0	0	0	0	0	0	0	0	0	0.024773294	0.001654272	0.005914004	0.024773294	0.005271974	0.021802738	0.006044932	0.002315821	0.004722326	0.005955378	0.015498332	0.000585562	0	0.131611726																	
PO_Brz_16_17	2016_17	9.659666949	Dmel	0.001363419	PO	Poland	Brz	2016/08/08	2016	8	8	54.27342	19.620169	97.7	S	40	0.016668897	0	0	0.000535459	0	8.45E-06	0	0	0	0	0	0	0	0.010624958	0.001791474	0.002401688	0.008584943	0.003140072	0.010624958	0.001227429	0.002507891	0.001917745	0.000604622	0.006608596	0.002140178	0	0.137879737																	
PT_Rec_16_18	2016_18	5.823821953	Dsim	0.117259238	PT	Portugal	Rec	2016/10/01	2016	10	1	41.15	-8.41	97	F	40	13.00775266	1.67E-05	0	0.000627048	0	3.30E-05	0	0	0	0	0	0	0	1.287780577	0.117832046	0.184582614	0.251753162	0.32537396	1.287780577	0.487031213	0.330396577	0.47011442	0.004248247	1.08026276	0.001485185	0	0.000604733																	
RU_Val_16_19	2016_19	7.243472274	Dmel	0	RU	Russia	Val	2016/08/23	2016	8	23	58.02444	33.235277	227	S	40	0.005642129	0	0	0.000652812	0	1.03E-05	0	0	0	0	0	0	0	9.063292473	1.321107462	1.868096307	9.063292473	0.826208493	7.759184644	0.550688782	0.354673507	1.110571531	0	6.627425542	0.525034643	0	0.074605279																	
RU_Val_16_20	2016_20	3.477742671	Dmel	0	RU	Russia	Val	2016/09/29	2016	9	29	58.02444	33.235277	227	S	40	0.012515059	0	0	0	0	0	0	0	0	0	0	0	0	125.7008659	31.56630795	30.10477077	115.3696074	27.55834364	125.7008659	40.58820892	12.62999385	22.16071352	0.000672971	106.5945694	6.407875833	0	0																	
RU_Val_16_21	2016_21	3.256815132	Dmel	0	RU	Russia	Val	2016/10/24	2016	10	24	58.02444	33.235277	227	F	40	0.005142466	0	0	0.001581644	0	7.14E-06	0	0	0	0	0	0	0	0.011320668	0.004913698	0.004053789	0.011320668	0.00192731	0.00846873	0.001294855	0.000529131	0.002157964	0.00357188	0.006374054	0.00120413	0	0																	
RU_Ale_16_22	2016_22	8.250962301	Dmel	0	RU	Russia	Ale	2016/10/15	2016	10	15	56.41472	38.71611	187	F	40	0.004207417	8.99E-06	0	0.000675779	0	0	0	0	0	0	0	0	0	12.87126295	2.128958469	4.340822186	12.87126295	0.744313603	9.105656642	0.56076859	0.226700299	1.160534985	0.001526135	7.544108722	11.17894519	0	0																	
UK_Dai_16_23	2016_23	2.645914179	Dmel	0	UK	United Kingdom	Dai	2016/08/06	2016	8	6	56.3447	-2.9525	51.1	S	40	0.005486541	1.68E-05	0.000613966	0.000632468	0	0	7.01E-06	0	0	0	0	0	0	0.009506503	0.001058017	0.0018912	0.009506503	0.002360245	0.002091646	0.001449801	0.000740561	0.001510121	0.007498695	0.002230249	0.000842638	0	0.021958557																	
RS_Kal_16_28	2016_28	3.845843925	Dmel	0	RS	Serbia	Kal	2016/06/30	2016	6	30	43.4	22.42	431	S	40	0.022780093	3.81E-05	0	0	0	0	1.27E-05	0	0	0	0	0	0	0.011053745	0.000239628	0.003712223	0.0074641	0.001221866	0.011053745	0.001641811	0	0.001368095	0.004528965	0.005724736	0	0	0																	
RS_Kal_16_29	2016_29	5.735302235	Dmel	0	RS	Serbia	Kal	2016/09/13	2016	9	13	43.4	22.42	431	S	40	18.93395036	7.45E-06	0	0.01650891	0	0.000203238	0	0	0	0	0	0	0	1.214528787	0.092211882	0.167338344	0.932286211	0.194520187	0.471014138	0.465985256	0.132036487	0.240181033	1.214528787	0.561427401	0.08201468	0	0.01942951																	
RS_Sla_16_30	2016_30	6.819910893	Dmel	0	RS	Serbia	Sla	2016/06/18	2016	6	18	45.15	20.18	130	S	40	0.00471571	0.000117303	0	0	0	0	5.59E-05	0	0	0	0	0	0	0.007030036	0.00105316	0.001882519	0.004731433	0.00100689	0.005899126	0.001443147	0	0.000375797	0.00213265	0.007030036	0.00167754	0	0																	
RS_Sla_16_31	2016_31	3.864656211	Dmel	0	RS	Serbia	Sla	2016/09/09	2016	9	9	45.15	20.18	130	S	40	0.31666856	0	0	0.001894907	0	9.97E-06	0	0	0	0	0	0.000183204	0	0.006012866	0.00211325	0.000629571	0.006012866	0.001346937	0.004874087	0.002533815	0	0.001508135	0.002852888	0.003340973	0.001963568	0	0																	
ES_Ben_16_32	2016_32	6.899773518	Dsim	0.027594387	ES	Spain	Ben	2016/10/08	2016	10	8	37.353733	-3.167179	855.5	F	40	0.008499865	0.000400612	0	14.52126223	0	0	0	0	0	0	0	0	0	0.007899811	0.002997278	0.001071524	0.007899811	0.002292476	0.005925467	0.002053586	0	0.001283416	0.000404633	0.002948455	0.001591417	0	0																	
ES_Gim_16_33	2016_33	17.52309294	Dsim	0.746212158	ES	Spain	Gim	2016/08/25	2016	8	25	41.656416	0.388472	263.2	S	40	0.004750283	0	0	2.853348417	0	7.90E-06	0	0	0	0	0	0	0	0.012538194	0.002093139	0.00149659	0.012538194	0.00213459	0.004965635	0.004302345	0.000879058	0.000597513	0.001695443	0.005000534	0.002444994	0	0																	
ES_Gim_16_34	2016_34	5.335078713	Dmel	0	ES	Spain	Gim	2016/10/21	2016	10	21	41.656416	0.388472	263.2	F	40	28.88002321	0.000278873	0	0.000698464	0	2.21E-05	0	0	0	0	0	0	0	0.056691823	0.013728918	0.013227434	0.056691823	0.009681401	0.052357827	0.025217087	0.011040798	0.015843138	0	0.049669896	0.004342637	0	0																	
ES_Pur_16_35	2016_35	7.67939541	Dsim	0.273897347	ES	Spain	Pur	2016/08/30	2016	8	30	37.3377875	-3.1786148	851.1	S	40	0.030595487	0	0	7.815671948	0	2.82E-05	0	0	0	0	0	0	0	8.555946884	1.352357174	1.817120372	8.555946884	1.007342937	5.178867292	0.360721045	0.463085134	0.427320598	0.002019188	7.392387158	0.451603896	0	0																	
ES_Tom_16_36	2016_36	7.548368571	Dsim	0.041794147	ES	Spain	Tom	2016/09/02	2016	9	2	39.152529	-3.0616048	664.3	S	40	0.012519508	0	0	0.001230672	6.41E-05	0	0	0	0	0	0	0	0	0.054754087	0.007823124	0.004415935	0.054754087	0.003674101	0.035273147	0.005924229	0.002017404	0.003819963	0.024735483	0.02517012	0.001748935	0	0																	
ES_Tom_16_37	2016_37	5.433012077	Dmel	0	ES	Spain	Tom	2016/10/11	2016	10	11	39.152529	-3.0616048	664.3	F	40	0.005661381	1.68E-05	0	0.000631645	0.000246917	9.97E-06	0	0	0	0	0	0	0	0.007311241	0.001056641	0.001573951	0.005696486	0.000336739	0.007311241	0.001447916	0.000369799	0.001508158	0	0.004825923	0.001683084	0	0																	
